,Username,comment,clean_comments,tags
259,Oscar Malcomx KE,"No permanent friends nor enemies in politics its all about interest,when will Ruto understand this phrase!",No permanent friends nor enemies in politics its all about interestwhen will Ruto understand this phrase,"[('Ruto', 'RUTO')]"
260,Victor Otieno,You are becoming too much! Accept and move on my frien,You are becoming too much Accept and move on my frien,"[('and', 'POLITICAL_PARTY')]"
261,Prince Spencer,"For that reason he had to support you at all cost,hata welding huwa inakatwa na grinder",For that reason he had to support you at all costhata welding huwa inakatwa na grinder,[]
262,Afzal Ali,"The president will be remembered,he has aname ,given chance he can make presidency rotational to all tribes,why are you bitter,you got slots and gave everything to your kalenjins,unafikiri wananchi watasahau to he hivo?",The president will be rememberedhe has aname given chance he can make presidency rotational to all tribeswhy are you bitteryou got slots and gave everything to your kalenjinsunafikiri wananchi watasahau to he hivo,"[('and', 'POLITICAL_PARTY')]"
263,Awuory Mum,In politics there is no hate how do you know that uhuru hated his opponents? No parament enemy in politics . Stop throwing tantrum everywhere you go instead  tell people your  manifesto.,In politics there is no hate how do you know that uhuru hated his opponents No parament enemy in politics  Stop throwing tantrum everywhere you go instead tell people your manifesto,[]
264,Milly Adhiambo,Enough of the book of lamentation people were helped n betrayed  since 1963 immediately after independence my friend,Enough of the book of lamentation people were helped n betrayed since immediately after independence my friend,"[('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
265,Julius Wemali,Then you later on decided to overthrow him...my Friend stop this idea of looking for sympathy votes...tafuta kura kwa kuuza sera kama wanaume wenzako,Then you later on decided to overthrow himmy Friend stop this idea of looking for sympathy votestafuta kura kwa kuuza sera kama wanaume wenzako,"[('of', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
266,Matthews Matthews,"2002,2007,2013&2017 Raila has been against Uhuru even now it's uhuru forcing himself to Raila", Raila has been against Uhuru even now its uhuru forcing himself to Raila,"[('Raila', 'RAILA'), ('Uhuru', 'UHURU'), ('Raila', 'RAILA')]"
267,Ma Faraja,"Your support wasn't for free, that's not the definition of friendship",Your support wasnt for free thats not the definition of friendship,"[('for', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
268,Nelson Wachira,Stop wasting your time trying to beg mr president who moved on..kwani hujawai heartbrekiwa? This bitterness of yours cannot let you be the next president my friend,Stop wasting your time trying to beg mr president who moved onkwani hujawai heartbrekiwa This bitterness of yours cannot let you be the next president my friend,"[('of', 'POLITICAL_PARTY')]"
269,Warurio Ngari,Victim card player... Didn't Lootall know what he was doing would have consequences...carry your cross,Victim card player Didnt Lootall know what he was doing would have consequencescarry your cross,[]
270,Tiley Kirwa,"Don't blame him Mr Doyen even yesterday Kenyattas family was having general prayers, they said demons and bad omen are surrounding them...",Dont blame him Mr Doyen even yesterday Kenyattas family was having general prayers they said demons and bad omen are surrounding them,"[('and', 'POLITICIAN')]"
271,Steward Jairus Lee,And they stood by him when you could not!,And they stood by him when you could not,[]
272,Hillary Okech,Arap mashamba we are not fools you were given money to support him,Arap mashamba we are not fools you were given money to support him,[]
273,Pius Muthama,"Utashindia ivyo mpaka lini yo have nothing to tell Kenyan your manifesto is uhuru ,Raila kwenda kabisa you pretend to be soo smart in politics I just need to remember you we have seen many powerful politicain in tis country you are not the first one and you will go nowhere just ask advice from Raila.",Utashindia ivyo mpaka lini yo have nothing to tell Kenyan your manifesto is uhuru Raila kwenda kabisa you pretend to be soo smart in politics I just need to remember you we have seen many powerful politicain in tis country you are not the first one and you will go nowhere just ask advice from Raila,"[('Raila', 'RAILA'), ('one', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('Raila', 'RAILA')]"
274,Dens Oino,Unless you change your political tactics Mr ruto. You can't be telling us of one thing now and again... People do meet and make new friends each and every day.,Unless you change your political tactics Mr ruto You cant be telling us of one thing now and again People do meet and make new friends each and every day,"[('of', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('and', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('and', 'POLITICIAN')]"
275,Noel Murandisi,Heee! You are complaining alot Mr Man,Heee You are complaining alot Mr Man,[]
276,Gatimu Bob,pretenders are worse than murderers.,pretenders are worse than murderers,[]
277,Bethuel Rator,This man stood by some  billions to support uhuru,This man stood by some billions to support uhuru,[]
278,Bonphace Ouma,That's what most couples undergoe during divorce despise the number of children you sire or investments you made during entire married period.,Thats what most couples undergoe during divorce despise the number of children you sire or investments you made during entire married period,"[('of', 'POLITICAL_PARTY')]"
279,Mercy Muthoni,All that is in the past....wachana na hiyo but you have learnt a lesson. Uza sela zako sasa. Good luck .,All that is in the pastwachana na hiyo but you have learnt a lesson Uza sela zako sasa Good luck ,[]
280,Shiundu Shiundu,"Stop lamenting our able opposition leader you are on the right track, begin forming your shadow government .",Stop lamenting our able opposition leader you are on the right track begin forming your shadow government ,[]
281,Dorcas Natasha,"Hio nayo ni ukweli. Ruto would campaign for you even in your absence and now that it's his turn to be supported by u unamgeuka. Enyewe asante ya punda ni mateke, never trust anyone on earth. 🚮🚮",Hio nayo ni ukweli Ruto would campaign for you even in your absence and now that its his turn to be supported by u unamgeuka Enyewe asante ya punda ni mateke never trust anyone on earth,"[('Ruto', 'RUTO'), ('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
282,Gathecha Wa Warui,"Decision already made to support Raila Odinga and no amount of insults, belittlement and mockery will make President Uhuru Kenyatta rescind that decision.",Decision already made to support Raila Odinga and no amount of insults belittlement and mockery will make President Uhuru Kenyatta rescind that decision,"[('Raila', 'RAILA'), ('Odinga', 'RAILA'), ('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('Uhuru', 'UHURU'), ('Kenyatta', 'UHURU')]"
283,Franc Samuel,And now because they have grown in to big boys they want to send arrogant leaders to destroy our team. Kweli watu husahau.,And now because they have grown in to big boys they want to send arrogant leaders to destroy our team Kweli watu husahau,[]
284,Sam Mwema,Nothing annoying than having your deputy compaining for 10years.... Uhuru has been working alone all along... The deputy was busy harvesting enough money & planning how to succeed him.... What a shame,Nothing annoying than having your deputy compaining for years Uhuru has been working alone all along The deputy was busy harvesting enough money  planning how to succeed him What a shame,"[('for', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU')]"
285,Dennis Kamanu,"By gone are by gone, I know and you know very well you were paid na ukapewa ½ of the government",By gone are by gone I know and you know very well you were paid na ukapewa of the government,"[('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
286,Gemini Mwangi,We all make stupid mistakes... Ruto's support for Uhuru was one of them...,We all make stupid mistakes Rutos support for Uhuru was one of them,"[('Ruto', 'RUTO'), ('for', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('one', 'UHURU'), ('of', 'POLITICAL_PARTY')]"
287,Justine Kebut,"The naked truth, the Judas of today",The naked truth the Judas of today,"[('of', 'POLITICAL_PARTY')]"
288,Esther Nash Lai,This galfriend is really heartbroken,This galfriend is really heartbroken,[]
289,Afzal Ali,"Desperation,yako kumi,yangu kumi this is tribalism,what ayou preaching?",Desperationyako kumiyangu kumi this is tribalismwhat ayou preaching,[]
290,Benson Otieno,"I think every kenyan have now known that you stood with uhuru..,next story please...",I think every kenyan have now known that you stood with uhurunext story please,[]
291,Rodgers Denga,You're crying foul!!why can't you accept the situation and move on..,Youre crying foulwhy cant you accept the situation and move on,"[('and', 'POLITICAL_PARTY')]"
292,Steven Steam,"You stood very well yes but ulianza kumaliza jubilee pole pole ,,,you made an opposition inside the government of which you were a deputy president",You stood very well yes but ulianza kumaliza jubilee pole pole you made an opposition inside the government of which you were a deputy president,"[('of', 'POLITICAL_PARTY')]"
293,Felih Ben,"Wether he supports you or not you will make it,Mr Ruto",Wether he supports you or not you will make itMr Ruto,"[('Ruto', 'RUTO')]"
294,David Oloo,"That's political blackmail, just move on and tell Kenyans why you want to be president. In politics, there no guarantee that one reciprocates, it's about interest so cry not the son of kamagut .",Thats political blackmail just move on and tell Kenyans why you want to be president In politics there no guarantee that one reciprocates its about interest so cry not the son of kamagut ,"[('and', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('of', 'POLITICAL_PARTY')]"
295,Blëššëd Eväñčë Õ Lästië,Even now we stand with Uhuru when his close friends like you are running away,Even now we stand with Uhuru when his close friends like you are running away,"[('Uhuru', 'UHURU')]"
296,Blessings Sam,Uhuru has no regards but we don't blame him we blame Raila probably he has destroy our president since fake handshake the president totally changed and scattered all his close friends including MPs who were elected by Kenyans,Uhuru has no regards but we dont blame him we blame Raila probably he has destroy our president since fake handshake the president totally changed and scattered all his close friends including MPs who were elected by Kenyans,"[('Uhuru', 'UHURU'), ('Raila', 'RAILA'), ('and', 'POLITICIAN')]"
297,Collins Som,Move on this is politics bwana,Move on this is politics bwana,[]
298,Daniel Kimiti,Uhuru sort you when you both needed to hang together or be hanged separatetly .You both needed each other.Wacha uongo that you helped Uhuru,Uhuru sort you when you both needed to hang together or be hanged separatetly You both needed each otherWacha uongo that you helped Uhuru,"[('Uhuru', 'UHURU'), ('Uhuru', 'UHURU')]"
299,Erick Kebeka Omari,"Even the ones on your side never stood with you , remember Weta and Madvd were in NASA, it's change of time and politics, Kila mtu ucheza ka yeye brathee",Even the ones on your side never stood with you  remember Weta and Madvd were in NASA its change of time and politics Kila mtu ucheza ka yeye brathee,"[('and', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
300,Otushee Danls,Move on bwana DP. Stop forcing yourself on the people who no longer see any value you add to their lives.,Move on bwana DP Stop forcing yourself on the people who no longer see any value you add to their lives,"[('DP', 'POLITICAL_PARTY')]"
